id,sitio+variante,Espesor_1,Espesor_2,Espesor_3,Resistividad_1,Resistividad_2,Resistividad_3,Resistividad_4,AB2_1,AB2_2,AB2_3,AB2_4,AB2_5,AB2_6,AB2_7,AB2_8,AB2_9,AB2_10,AB2_11,AB2_12,AB2_13,AB2_14,AB2_15,AB2_16,AB2_17,AB2_18,AB2_19,AB2_20,AB2_21,AB2_22,AB2_23,AB2_24,AB2_25,AB2_26,AB2_27,AB2_28,AB2_29,AB2_30
1928,sitio4_var428,1.8667473399162855,13.104283216832727,38.767761684003716,21.8,77.8,195.4,96.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1929,sitio4_var429,2.610226251466918,8.229468811741622,37.404728008237726,86.7,77.8,32.5,39.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1930,sitio4_var430,1.9466317474818096,6.395079680578362,40.76960636934994,86.7,77.8,80.0,234.48,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1931,sitio4_var431,2.8118719340672027,14.841833620991972,49.438202302141505,86.7,13.4,32.5,234.48,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1932,sitio4_var432,2.0231354190857798,13.288618956511922,44.40079175416686,26.1,1.9,32.5,39.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1933,sitio4_var433,2.389164479212522,19.177249517435335,43.10676392035223,86.7,1.9,32.5,39.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1934,sitio4_var434,2.2432196897283005,9.30988241017168,37.81368173786605,26.1,1.9,80.0,96.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1935,sitio4_var435,1.7627577830222745,9.42219863845533,37.7293449228281,86.7,13.4,32.5,39.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1936,sitio4_var436,2.001437062195059,9.928191368830799,41.606066401484966,86.7,13.4,195.4,96.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1937,sitio4_var437,2.582575332064585,18.632526192319705,49.24569308298376,26.1,13.4,80.0,234.48,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1938,sitio4_var438,2.496292253873917,11.196632554316146,50.987783485090425,86.7,1.9,32.5,96.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1939,sitio4_var439,2.19468043577493,15.761856180406149,39.07237525620007,21.8,77.8,80.0,96.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1940,sitio4_var440,2.3888856562533944,14.24704464344541,50.31007736207703,21.8,77.8,32.5,39.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1941,sitio4_var441,2.459471660458613,14.139494388717353,40.481895202303456,86.7,77.8,80.0,39.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1942,sitio4_var442,2.277148597141651,14.464696582410998,41.1769872143803,86.7,13.4,195.4,39.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1943,sitio4_var443,2.105984457257407,8.797750433632773,47.447379251037425,21.8,77.8,195.4,234.48,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1944,sitio4_var444,2.3573548073669506,12.756937985978585,46.91076055845198,86.7,77.8,195.4,39.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1945,sitio4_var445,2.7373381090372226,9.94565412813571,46.516562460083854,86.7,1.9,195.4,39.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1946,sitio4_var446,2.5709898436350387,8.987657107107408,51.10711836263817,86.7,77.8,80.0,234.48,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1947,sitio4_var447,2.4588440079336817,8.693499556354078,45.136229959445124,21.8,13.4,80.0,96.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1948,sitio4_var448,1.880757734919763,7.103698744235938,48.25131537136776,26.1,13.4,80.0,96.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1949,sitio4_var449,2.5110539344063465,14.076660978690432,44.98704211058394,21.8,1.9,80.0,39.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1950,sitio4_var450,2.558847236440092,11.771878175981039,40.43423246542327,21.8,13.4,32.5,234.48,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1951,sitio4_var451,2.5052652105561415,7.876885537224335,50.18566865085509,21.8,1.9,32.5,39.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1952,sitio4_var452,2.0137045720947038,17.79550480551793,51.29783105245312,26.1,13.4,195.4,39.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1953,sitio4_var453,2.409475821482861,16.705120342163234,47.848505379261134,86.7,13.4,195.4,39.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1954,sitio4_var454,1.7319603677042454,18.221876120944472,44.64292192604595,86.7,77.8,195.4,96.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1955,sitio4_var455,2.122455332393003,10.512837275656764,50.19382312419351,26.1,1.9,195.4,234.48,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1956,sitio4_var456,1.946926443115613,7.0382551903340325,41.26330482750696,21.8,13.4,32.5,39.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1957,sitio4_var457,2.703662055370871,12.828741822307522,47.74517268079872,21.8,77.8,195.4,96.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1958,sitio4_var458,2.508747000810076,15.779914585787733,49.4990738691625,21.8,1.9,32.5,39.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1959,sitio4_var459,1.8416031534793091,18.421094791354562,44.298173009539866,86.7,13.4,32.5,39.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1960,sitio4_var460,2.354167458744281,16.86557230240179,37.95201180192436,86.7,13.4,195.4,234.48,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1961,sitio4_var461,2.0054398365965027,18.59856907749408,45.65103266367508,26.1,1.9,80.0,234.48,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1962,sitio4_var462,2.269303849041796,6.057598957528893,38.185563362366146,21.8,13.4,80.0,234.48,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1963,sitio4_var463,1.9577546021271097,13.48014047967683,41.868014692155604,26.1,1.9,195.4,234.48,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1964,sitio4_var464,2.528546423849429,16.028591289758936,42.27516975008998,21.8,13.4,80.0,39.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1965,sitio4_var465,2.15737857338286,8.124406739399717,43.24758408334165,21.8,77.8,80.0,96.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1966,sitio4_var466,1.8144452807302893,7.5284280427380725,52.26136713896028,86.7,13.4,80.0,96.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1967,sitio4_var467,1.998681270619114,13.766993275627046,48.13587429253997,86.7,1.9,32.5,234.48,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1968,sitio4_var468,1.8332091561621147,10.512400951656975,45.913794508420246,26.1,77.8,195.4,96.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1969,sitio4_var469,2.6272029925787845,14.802109505508083,46.6452385361072,26.1,77.8,80.0,39.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1970,sitio4_var470,2.376942803144691,8.416435146518161,43.12163453730753,21.8,1.9,32.5,234.48,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1971,sitio4_var471,1.7048860283366083,6.2116225090003505,47.40319758404864,26.1,77.8,32.5,39.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1972,sitio4_var472,2.804514268739163,18.083462747363786,48.99493727317562,26.1,77.8,32.5,96.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1973,sitio4_var473,2.7904227416096914,10.811511335888103,38.4836920297494,86.7,77.8,80.0,234.48,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1974,sitio4_var474,1.9620625727617105,17.23072183347641,50.09645795561826,26.1,77.8,80.0,234.48,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1975,sitio4_var475,1.9208170331316086,17.014525268148034,41.03441820069176,26.1,13.4,195.4,96.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1976,sitio4_var476,2.2601801724122494,10.970826041176545,38.121807552491745,86.7,1.9,195.4,96.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1977,sitio4_var477,2.4650637358076852,6.08291697172382,45.49983025899061,21.8,77.8,80.0,234.48,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1978,sitio4_var478,2.7071972442183103,14.918453721196313,42.70115538572033,26.1,1.9,195.4,96.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1979,sitio4_var479,2.412905543918364,12.009336924443987,44.09648322686965,26.1,13.4,80.0,39.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1980,sitio4_var480,1.8566196405057764,18.66857407184287,41.87804208120901,21.8,77.8,195.4,96.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1981,sitio4_var481,1.7422812948158672,19.04279923113394,50.885057199801544,26.1,77.8,32.5,39.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1982,sitio4_var482,1.907560042033026,19.484103186914005,50.20059814507626,21.8,77.8,195.4,39.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1983,sitio4_var483,2.455068698526752,17.87918471437621,42.38569206555176,21.8,77.8,195.4,234.48,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1984,sitio4_var484,2.7758230842351663,17.41966190071531,48.834418146694865,21.8,1.9,80.0,39.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1985,sitio4_var485,2.003201598094181,7.299704796489145,39.696938448730876,21.8,1.9,80.0,39.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1986,sitio4_var486,2.5120663429369645,6.7127846015852235,42.349524180670095,26.1,13.4,195.4,234.48,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1987,sitio4_var487,1.9521289240726483,17.27029375904153,45.03807147823189,26.1,1.9,32.5,39.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1988,sitio4_var488,1.8208006267368793,7.956964940532697,46.58527884213197,26.1,77.8,80.0,234.48,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1989,sitio4_var489,2.704386592334539,18.443449903479653,45.71453296763199,21.8,1.9,32.5,96.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1990,sitio4_var490,2.892772419725346,6.909604373973556,41.551481560041765,21.8,13.4,32.5,234.48,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1991,sitio4_var491,2.385262897654429,14.939624764075703,51.67983637559037,26.1,13.4,80.0,96.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1992,sitio4_var492,1.7248746330809828,14.386815570626647,50.631226488187174,21.8,77.8,80.0,39.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1993,sitio4_var493,2.555846281936064,13.529615815035616,52.49133385714691,86.7,1.9,80.0,39.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1994,sitio4_var494,1.9140901525891818,9.742600546481059,44.05960902172421,26.1,13.4,80.0,234.48,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1995,sitio4_var495,2.039568692729933,17.34937857858259,48.287761870110614,86.7,77.8,80.0,234.48,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1996,sitio4_var496,1.7762951268101521,16.20366864879255,38.58785339038966,21.8,1.9,32.5,39.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1997,sitio4_var497,2.1157164613689474,15.16544786235421,39.280710627105535,26.1,1.9,32.5,234.48,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1998,sitio4_var498,2.1654151136821147,13.667227841811368,49.414839808231235,26.1,77.8,80.0,39.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
1999,sitio4_var499,1.7077206473519768,14.183414114989926,43.589687248641766,21.8,1.9,80.0,96.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
2000,sitio4_var500,2.8950869343490018,11.881348409112189,43.8821239701534,21.8,13.4,80.0,234.48,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
2001,sitio5_var1,1.9125038538268793,7.826120561489331,37.35553462262161,38.0,15.7,77.0,84.0,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2002,sitio5_var2,1.0082638488711897,15.68679453698014,51.45013828248359,2.1,1.0,70.0,92.4,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2003,sitio5_var3,1.9916484179805676,10.233927748330473,56.50848532322251,38.0,6.9,70.0,84.0,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2004,sitio5_var4,1.373129290142248,18.604449672632,51.19374491234947,38.0,6.9,70.0,84.0,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2005,sitio5_var5,0.9856565694487402,24.622766017546844,44.22199293570351,2.1,15.7,70.0,84.0,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2006,sitio5_var6,1.8174909364344742,7.10180428944639,51.623472592115945,38.0,1.0,70.0,84.0,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2007,sitio5_var7,1.2757162736660894,10.206737385575932,44.90110393438745,2.1,15.7,70.0,84.0,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2008,sitio5_var8,1.3632337142360944,7.998195345322825,33.45581664054563,2.1,1.0,77.0,92.4,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2009,sitio5_var9,1.2991978872553882,8.648007553842715,55.195056010378394,1.0,1.0,70.0,84.0,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2010,sitio5_var10,1.2750226131621507,7.0272327338899965,56.76198646972222,1.0,1.0,77.0,92.4,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2011,sitio5_var11,1.5575722402623873,17.91547091438334,36.11301763066089,1.0,15.7,70.0,92.4,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2012,sitio5_var12,1.6777641205479843,18.575939039263517,34.6331987655994,2.1,15.7,70.0,92.4,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2013,sitio5_var13,1.21412214021003,19.050626111349104,40.64259221677738,1.0,6.9,77.0,84.0,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2014,sitio5_var14,1.2399794527036105,18.90292736819139,47.96083527983044,2.1,15.7,77.0,84.0,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2015,sitio5_var15,1.0105661992553707,15.028206898298542,43.63080828460993,2.1,15.7,70.0,92.4,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2016,sitio5_var16,0.7070442586165857,22.435444527888976,45.62986064906336,1.0,1.0,77.0,92.4,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2017,sitio5_var17,1.2069234768406556,7.2015661634170165,34.5119800346994,2.1,1.0,70.0,84.0,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2018,sitio5_var18,0.916302837783968,21.922300920946622,41.518532260598846,38.0,1.0,70.0,84.0,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2019,sitio5_var19,1.534753553106869,21.869388374350866,43.0292835980069,38.0,15.7,77.0,84.0,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2020,sitio5_var20,1.5053648192538163,17.431951627762903,58.570908672731235,1.0,15.7,70.0,92.4,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2021,sitio5_var21,1.9497565168311703,7.322012422765461,48.210854109742634,38.0,15.7,70.0,92.4,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2022,sitio5_var22,0.8853976236297165,13.150640005841462,58.142385353000066,1.0,1.0,77.0,84.0,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2023,sitio5_var23,1.4598971878018707,16.76080821828526,46.62723380004012,1.0,6.9,70.0,84.0,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2024,sitio5_var24,1.9819702511333244,15.82176724675658,40.30335500032006,1.0,6.9,77.0,84.0,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2025,sitio5_var25,1.796082988445513,17.90252661103532,49.83066211587203,1.0,1.0,70.0,84.0,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2026,sitio5_var26,1.2548554363827251,8.325234748510436,44.49119902651318,2.1,1.0,70.0,84.0,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2027,sitio5_var27,1.3943013007132423,22.346478368340577,39.33958733110535,38.0,15.7,70.0,84.0,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2028,sitio5_var28,1.8967175766192124,15.446786931035412,46.70181656196465,38.0,15.7,70.0,84.0,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2029,sitio5_var29,1.6856579755982088,20.41890664219426,55.160684888319885,2.1,15.7,70.0,84.0,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2030,sitio5_var30,1.9756551768858566,7.966209145858989,55.77741271970206,2.1,1.0,77.0,84.0,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2031,sitio5_var31,1.8684427122512608,14.832387957145713,56.158663904107485,2.1,1.0,77.0,84.0,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2032,sitio5_var32,1.7201792300965049,11.553403155577673,56.03575395489605,2.1,6.9,70.0,92.4,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2033,sitio5_var33,1.3569891522040889,13.157904717318896,51.88280839000511,1.0,6.9,77.0,84.0,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2034,sitio5_var34,1.4053879663595517,16.92399214735233,36.704373350028185,1.0,15.7,77.0,92.4,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2035,sitio5_var35,1.1277849086340688,19.89858520397948,52.00965186898196,38.0,6.9,70.0,84.0,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2036,sitio5_var36,0.9492100333230395,18.74067832719745,38.347987468695734,2.1,6.9,70.0,84.0,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2037,sitio5_var37,1.5664352802993142,22.19102683622311,51.21561084865499,1.0,1.0,70.0,84.0,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2038,sitio5_var38,1.6857169117568338,16.615111945233245,35.091317313836164,1.0,1.0,70.0,92.4,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2039,sitio5_var39,0.8956187830926933,7.440579872918108,37.07371311201516,38.0,15.7,70.0,92.4,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2040,sitio5_var40,1.6492943299583203,7.248208937948363,51.060405264199844,38.0,1.0,77.0,84.0,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2041,sitio5_var41,1.749607880256364,18.92533231082244,55.52861976834595,2.1,1.0,77.0,84.0,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2042,sitio5_var42,1.7860050809763712,12.071094718979111,35.221032210149154,38.0,1.0,77.0,84.0,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2043,sitio5_var43,1.7543188860929897,20.986272641395114,33.41309457970978,2.1,6.9,70.0,84.0,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2044,sitio5_var44,1.9916669594464778,8.665556474370531,47.245286856705434,1.0,1.0,70.0,84.0,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2045,sitio5_var45,0.9617190415287691,23.098521438860963,33.844182813339394,38.0,15.7,70.0,84.0,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2046,sitio5_var46,0.9839412153436763,23.84440095114882,42.11835868285384,38.0,1.0,70.0,84.0,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2047,sitio5_var47,1.4610939787966957,20.072816073432712,52.3077714245894,38.0,6.9,70.0,84.0,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2048,sitio5_var48,1.5192445929480507,8.934500247342793,45.67444380986104,38.0,15.7,70.0,84.0,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2049,sitio5_var49,1.345714386535128,7.461671611528053,42.82878655473998,2.1,1.0,70.0,84.0,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2050,sitio5_var50,1.0793221024779471,9.3441452966624,48.34218941098807,1.0,15.7,70.0,84.0,1,2,3,4,5,8,10,12,15,18,20,22,25,28,30,32,35,40,45,50,55,60,65,70,75,80,85,90,95,100
