id,sitio+variante,Espesor_1,Espesor_2,Espesor_3,col1,col2,col3,col4
9402,sitio2_variante9402,2.2070742864233326,10.643050949068156,61.50794398057393,10.0,70.0,90.0,140.0
9403,sitio2_variante9403,1.6400753761036175,11.187595759241738,61.6440102059879,20.0,70.0,110.0,150.0
9404,sitio2_variante9404,2.0700796843841807,5.2991091096517176,34.445992060984274,10.0,60.0,120.0,140.0
9405,sitio2_variante9405,2.98157629416954,13.42201178530291,36.004839240937244,20.0,70.0,120.0,160.0
9406,sitio2_variante9406,2.135895432306528,19.716060935433454,41.14454986345939,20.0,70.0,90.0,140.0
9407,sitio2_variante9407,2.8912175209883815,13.620195505570384,38.001629669161886,10.0,80.0,110.0,140.0
9408,sitio2_variante9408,2.705103832412788,13.392613297068191,39.67810748912897,40.0,50.0,90.0,130.0
9409,sitio2_variante9409,2.996737617232494,9.667022336485886,53.00346839938237,20.0,50.0,90.0,150.0
9410,sitio2_variante9410,1.371505418714435,15.385066395358967,51.64794785897354,40.0,70.0,90.0,140.0
9411,sitio2_variante9411,3.1112686864508174,17.392590938940476,55.41750461285155,20.0,70.0,100.0,130.0
9412,sitio2_variante9412,2.5401434375627554,4.580291181426864,55.09554643973135,40.0,70.0,90.0,140.0
9413,sitio2_variante9413,2.8606276628925578,22.047489837810986,57.48415781503243,30.0,80.0,100.0,140.0
9414,sitio2_variante9414,2.7240889600068297,6.067034906635559,41.69012019655503,20.0,50.0,100.0,150.0
9415,sitio2_variante9415,2.522301542537288,7.467539193541271,65.1687137382115,20.0,70.0,120.0,140.0
9416,sitio2_variante9416,2.3320619197194623,9.258571193551688,42.710242320495574,30.0,80.0,110.0,150.0
9417,sitio2_variante9417,2.1185152031315537,5.282517503205302,41.2650689457807,30.0,60.0,110.0,160.0
9418,sitio2_variante9418,3.438129652509981,9.82094353144926,32.363594245635994,30.0,50.0,110.0,140.0
9419,sitio2_variante9419,1.7500222880735727,20.346502300234867,47.50308025422194,40.0,50.0,90.0,160.0
9420,sitio2_variante9420,2.465215338903885,21.967034769775314,49.665334394906395,30.0,80.0,120.0,160.0
9421,sitio2_variante9421,3.0261130000642025,8.273109899750434,58.02613545578183,10.0,50.0,90.0,150.0
9422,sitio2_variante9422,3.2936815390199943,12.849599946302785,35.861557205845976,30.0,60.0,100.0,130.0
9423,sitio2_variante9423,2.887687762053835,18.770883352200457,60.43692966866692,40.0,80.0,90.0,140.0
9424,sitio2_variante9424,2.2750844351652373,13.863735013826297,37.35815548219858,40.0,50.0,120.0,140.0
9425,sitio2_variante9425,1.8349821732947484,9.069952129144259,61.5848616656903,40.0,70.0,100.0,150.0
9426,sitio2_variante9426,1.9405005469343113,14.299543358968663,52.30879433699794,10.0,50.0,120.0,140.0
9427,sitio2_variante9427,3.4616516030898232,20.74135874327312,53.33087501913968,10.0,80.0,110.0,140.0
9428,sitio2_variante9428,2.065373401867716,5.621613105140234,44.0810348095782,20.0,60.0,110.0,150.0
9429,sitio2_variante9429,2.827591041231051,8.58472160503985,61.49818592842777,30.0,50.0,100.0,130.0
9430,sitio2_variante9430,1.4881714191431885,10.974065466581465,59.53503806338113,40.0,70.0,120.0,140.0
9431,sitio2_variante9431,2.7559961433792983,21.45495191837278,41.12649786390082,40.0,80.0,120.0,130.0
9432,sitio2_variante9432,2.714305946302378,13.817574703616312,55.59858647118185,10.0,60.0,120.0,140.0
9433,sitio2_variante9433,1.8325133833196516,16.23250693494677,39.79705051322219,10.0,80.0,120.0,130.0
9434,sitio2_variante9434,2.9703697961365205,8.314141400183104,46.09664098057436,20.0,60.0,120.0,130.0
9435,sitio2_variante9435,1.8790046554606303,15.368683341040652,35.544999144478744,40.0,70.0,100.0,140.0
9436,sitio2_variante9436,3.096310144658159,11.568123356022111,65.61209625550251,30.0,80.0,90.0,160.0
9437,sitio2_variante9437,2.2656566899512565,21.686788226038768,59.78163757719073,30.0,60.0,90.0,140.0
9438,sitio2_variante9438,3.3396179709908633,11.661384617431471,55.747643749546974,30.0,80.0,100.0,130.0
9439,sitio2_variante9439,2.168760057423532,7.796443930121246,42.9837886006246,40.0,50.0,120.0,150.0
9440,sitio2_variante9440,2.2833449507154118,20.031424773952754,34.39752041285106,20.0,50.0,90.0,160.0
9441,sitio2_variante9441,1.982665245857755,10.53182969104709,59.18599641702828,20.0,70.0,90.0,130.0
9442,sitio2_variante9442,1.4536556128732054,8.23589405757675,63.763882390970096,10.0,70.0,100.0,140.0
9443,sitio2_variante9443,1.649551112275375,13.511596670146101,32.120368898002326,20.0,80.0,110.0,160.0
9444,sitio2_variante9444,2.2081757442117538,22.48006960133379,57.50179962771466,40.0,80.0,110.0,130.0
9445,sitio2_variante9445,1.3287704040625823,19.889716672635362,50.95380204429171,30.0,70.0,110.0,160.0
9446,sitio2_variante9446,2.877607988931093,8.864954790505237,40.35816855943992,40.0,50.0,110.0,160.0
9447,sitio2_variante9447,2.373653908334788,4.71071797620555,50.35420797721849,10.0,50.0,100.0,130.0
9448,sitio2_variante9448,1.601668196378386,19.440329505298102,51.49066629291406,10.0,70.0,120.0,130.0
9449,sitio2_variante9449,2.596430500742196,6.757973176662432,49.60135458583261,10.0,60.0,90.0,160.0
9450,sitio2_variante9450,1.9420092028561118,4.583420277569373,34.98394287679917,20.0,60.0,90.0,150.0
9451,sitio2_variante9451,3.116146135541558,15.76638389035127,64.22481458442357,40.0,60.0,120.0,130.0
9452,sitio2_variante9452,1.9283553660535775,17.2122455561201,46.622312080380006,40.0,80.0,100.0,130.0
9453,sitio2_variante9453,2.7350142139615654,8.025900387406843,57.265663512695596,20.0,50.0,100.0,140.0
9454,sitio2_variante9454,3.4357075555835124,21.830867321509665,53.10015156289021,40.0,80.0,120.0,140.0
9455,sitio2_variante9455,2.4453375661488552,12.313492273968556,63.41421076031153,10.0,60.0,110.0,160.0
9456,sitio2_variante9456,3.433126988916918,16.93638071411465,44.07157029573719,20.0,70.0,120.0,160.0
9457,sitio2_variante9457,3.4614816937051973,16.03365541374327,34.310801604981556,20.0,70.0,90.0,130.0
9458,sitio2_variante9458,1.3351424281901594,18.780701450585532,37.53441798979521,20.0,70.0,110.0,150.0
9459,sitio2_variante9459,2.4515979511277988,5.041851435495858,51.756756619720036,30.0,70.0,120.0,150.0
9460,sitio2_variante9460,2.3077341393891286,10.80714262619955,51.783260268919875,20.0,80.0,110.0,150.0
9461,sitio2_variante9461,2.3401230352091273,8.216375852068044,41.9800396185781,40.0,50.0,90.0,130.0
9462,sitio2_variante9462,1.466487962818356,11.92898842287574,49.45452774657643,20.0,50.0,120.0,140.0
9463,sitio2_variante9463,2.7351451406237874,17.453262989515054,33.97123716107222,40.0,60.0,110.0,130.0
9464,sitio2_variante9464,2.0898336871964918,22.629750273213443,51.72376508580106,30.0,50.0,120.0,130.0
9465,sitio2_variante9465,2.3457912493644435,6.276480739323521,40.80256809664816,10.0,80.0,90.0,150.0
9466,sitio2_variante9466,1.3299276815143122,13.22414820265253,34.773401819453284,40.0,50.0,100.0,160.0
9467,sitio2_variante9467,2.2514885495748387,9.951847510318672,52.26108920338753,40.0,80.0,120.0,140.0
9468,sitio2_variante9468,2.0284460450422106,14.042344537765162,62.29162585952331,20.0,60.0,120.0,130.0
9469,sitio2_variante9469,2.9622041039669216,8.386993874791665,49.15541814988423,10.0,50.0,90.0,150.0
9470,sitio2_variante9470,2.1817670355702496,22.636951043126707,37.783326316308745,10.0,70.0,90.0,140.0
9471,sitio2_variante9471,2.8281945302691627,16.431682263861056,41.340606642897235,20.0,80.0,90.0,140.0
9472,sitio2_variante9472,3.0631093010720143,6.0892890052135025,63.23427642901879,20.0,50.0,90.0,130.0
9473,sitio2_variante9473,2.390269962520624,14.154553127052173,50.36779474351306,10.0,80.0,90.0,130.0
9474,sitio2_variante9474,2.6893942875214973,12.184808334302982,52.05974470642289,20.0,60.0,110.0,130.0
9475,sitio2_variante9475,3.2800401590458588,22.142041238094954,61.52071030784035,30.0,50.0,110.0,140.0
9476,sitio2_variante9476,2.3682374812255254,17.232817653156836,63.481874295818045,10.0,70.0,120.0,150.0
9477,sitio2_variante9477,2.131636750078306,10.398168926796664,44.45175744160484,30.0,80.0,110.0,160.0
9478,sitio2_variante9478,3.2907092085755467,9.671546562813663,64.50437504123462,30.0,50.0,110.0,140.0
9479,sitio2_variante9479,2.5252575856560293,6.002671897119892,38.24807248924808,30.0,70.0,120.0,130.0
9480,sitio2_variante9480,3.1856632861239853,19.751774116236604,53.05020520817059,20.0,50.0,90.0,140.0
9481,sitio2_variante9481,2.1991161268176693,20.62075120586735,50.05028044637607,30.0,80.0,110.0,160.0
9482,sitio2_variante9482,2.087077383260408,13.51554774174317,42.361295534526434,20.0,60.0,120.0,140.0
9483,sitio2_variante9483,1.482893327995956,13.21221118501575,38.13324449141718,10.0,80.0,100.0,130.0
9484,sitio2_variante9484,1.4647348974979026,19.505365235954123,63.97123255127041,20.0,50.0,110.0,130.0
9485,sitio2_variante9485,1.5112379420672613,19.8115754514036,33.88698623965153,20.0,60.0,110.0,140.0
9486,sitio2_variante9486,2.2155400305865736,20.319840651127095,32.30685481004327,10.0,50.0,110.0,160.0
9487,sitio2_variante9487,2.0767565692711862,5.671165609572568,50.24358320076928,30.0,70.0,90.0,140.0
9488,sitio2_variante9488,2.8816171252208447,8.293528390691872,32.232778079594155,40.0,80.0,100.0,150.0
9489,sitio2_variante9489,1.7770714275390924,20.618739674263853,39.365242455293654,30.0,50.0,90.0,150.0
9490,sitio2_variante9490,3.4156566724140225,15.96716811836756,37.23749311260487,10.0,70.0,100.0,140.0
9491,sitio2_variante9491,2.605658849246269,6.597635402773579,34.49892388190399,10.0,50.0,120.0,160.0
9492,sitio2_variante9492,2.9609954021296314,16.800150720939925,43.6320689075915,10.0,80.0,100.0,140.0
9493,sitio2_variante9493,2.494207048662875,11.133454515081969,36.25173323937032,40.0,80.0,120.0,140.0
9494,sitio2_variante9494,3.1111713352650976,19.880158248856823,48.925776412561156,10.0,70.0,110.0,160.0
9495,sitio2_variante9495,3.2482207970922605,11.671592521727426,42.57449640456427,30.0,70.0,100.0,130.0
9496,sitio2_variante9496,1.6571186011963506,17.531301321960992,63.32030295691658,40.0,80.0,120.0,150.0
9497,sitio2_variante9497,2.1558954412804456,14.10915152729182,56.522118699370374,10.0,60.0,110.0,130.0
9498,sitio2_variante9498,2.443769297799166,17.67974532016656,52.64079142629109,10.0,50.0,120.0,160.0
9499,sitio2_variante9499,1.4519894929947705,12.67578674043478,65.90328388736076,40.0,80.0,90.0,150.0
9500,sitio2_variante9500,2.1421340732786076,20.508299377601592,41.51456683334966,20.0,80.0,110.0,140.0
9501,sitio2_variante9501,2.7809232163953252,5.646652557060875,65.45126579521288,20.0,50.0,90.0,140.0
9502,sitio2_variante9502,1.9367154734946364,9.615510540148968,34.47389573544783,20.0,80.0,110.0,140.0
9503,sitio2_variante9503,3.051529337688189,19.579137401395208,47.83903629501599,20.0,60.0,100.0,150.0
9504,sitio2_variante9504,2.3472087932446293,20.399029707741697,38.87721447344806,10.0,80.0,110.0,130.0
9505,sitio2_variante9505,1.3930100351234194,8.032069986000847,62.76497164241758,40.0,80.0,120.0,130.0
9506,sitio2_variante9506,2.8869340766184397,13.495420743360482,56.33070693505723,20.0,60.0,100.0,140.0
9507,sitio2_variante9507,1.3191294871620856,19.454914103743583,65.33661789314662,10.0,50.0,120.0,150.0
9508,sitio2_variante9508,3.072400547152336,9.79402388075941,60.87348270375282,10.0,80.0,120.0,140.0
9509,sitio2_variante9509,3.365585620942608,19.927762024496083,57.532781383329585,20.0,60.0,120.0,160.0
9510,sitio2_variante9510,1.7615725283273576,10.459578596539071,56.57110738551877,20.0,50.0,100.0,130.0
9511,sitio2_variante9511,3.2179979528210776,20.825314998023636,63.55606593761114,30.0,80.0,120.0,160.0
9512,sitio2_variante9512,2.891794545828506,8.030843860318122,57.4708942616806,10.0,60.0,100.0,130.0
9513,sitio2_variante9513,3.016989132054942,14.633114444390847,63.40739939570227,20.0,80.0,110.0,130.0
9514,sitio2_variante9514,3.095215461480782,7.871826204895937,32.6574249674096,20.0,80.0,120.0,160.0
9515,sitio2_variante9515,1.4686423529122115,14.024719096600007,51.346530395745276,20.0,80.0,110.0,160.0
9516,sitio2_variante9516,1.9464690790549768,13.192469005835369,34.6772067290561,20.0,70.0,90.0,140.0
9517,sitio2_variante9517,3.0474660026197737,20.386866870932707,50.145195671209294,40.0,60.0,110.0,140.0
9518,sitio2_variante9518,2.4731899247934326,13.535029732832797,43.32474178513316,30.0,80.0,100.0,130.0
9519,sitio2_variante9519,2.2498829882099027,14.417429477865504,59.919414404064185,30.0,50.0,110.0,140.0
9520,sitio2_variante9520,1.3375771899364435,17.228284289240776,50.29876960068245,10.0,80.0,100.0,140.0
9521,sitio2_variante9521,1.6849326421700215,18.291639644835378,54.7655170300325,20.0,70.0,100.0,160.0
9522,sitio2_variante9522,2.2518080496593997,15.295695733875478,37.125870410587616,30.0,50.0,110.0,160.0
9523,sitio2_variante9523,2.8318323407068253,5.203175761221338,60.18144951490959,10.0,50.0,110.0,130.0
9524,sitio2_variante9524,2.623881004567385,7.182110442319601,45.523737780956075,10.0,60.0,110.0,160.0
9525,sitio2_variante9525,1.8501051152211518,14.446963694562106,43.20927893627386,20.0,70.0,100.0,160.0
9526,sitio2_variante9526,2.1401910170222047,16.02984976649045,37.58432956390817,30.0,50.0,90.0,140.0
9527,sitio2_variante9527,2.806567828027138,7.924168809865851,62.39707318140754,40.0,70.0,120.0,140.0
9528,sitio2_variante9528,3.4945531597920736,15.684656955701868,40.34750145186124,20.0,60.0,90.0,130.0
9529,sitio2_variante9529,1.823296820424,9.144239757873686,59.69663855747939,30.0,60.0,100.0,140.0
9530,sitio2_variante9530,3.0250151997112136,7.7850291966082885,60.51376362092673,10.0,60.0,90.0,140.0
9531,sitio2_variante9531,1.6227773761691657,16.23637638487103,39.13328321083664,30.0,80.0,120.0,140.0
9532,sitio2_variante9532,1.3523896674846156,16.941878008349477,48.43433676197464,40.0,80.0,100.0,150.0
9533,sitio2_variante9533,2.0075827934379697,18.884008336254084,55.187448976140125,40.0,60.0,120.0,160.0
9534,sitio2_variante9534,2.7080721288007146,10.797514884638701,39.68656821580977,40.0,50.0,100.0,130.0
9535,sitio2_variante9535,2.4168267631677787,15.55791175246754,49.01097630289998,40.0,50.0,110.0,160.0
9536,sitio2_variante9536,1.948007402112157,6.685172069793577,48.793032868197926,30.0,80.0,100.0,150.0
9537,sitio2_variante9537,2.7629180548908314,6.527481729153332,62.07474654094929,20.0,60.0,110.0,150.0
9538,sitio2_variante9538,1.425947828136671,21.22687070335851,37.75681165401001,30.0,80.0,120.0,150.0
9539,sitio2_variante9539,1.6564490613299654,7.797073078117549,64.8972673257426,20.0,80.0,100.0,140.0
9540,sitio2_variante9540,1.6130497928178786,16.874767342231102,60.92975018939703,30.0,80.0,120.0,130.0
9541,sitio2_variante9541,1.5222106284037988,12.536070618014007,46.15932146751612,20.0,50.0,90.0,140.0
9542,sitio2_variante9542,3.0979042577361704,20.92108249696136,45.08947952570623,10.0,50.0,110.0,150.0
9543,sitio2_variante9543,3.0677432162275253,12.804368381127004,41.338607281761234,40.0,70.0,120.0,130.0
9544,sitio2_variante9544,2.1941642371439385,15.15496030296904,36.21587327213814,30.0,60.0,100.0,140.0
9545,sitio2_variante9545,1.342314476909369,9.852685916355409,46.759803733498615,40.0,50.0,90.0,130.0
9546,sitio2_variante9546,1.3874267418782027,7.872813279207012,48.00191617223449,20.0,50.0,100.0,160.0
9547,sitio2_variante9547,2.029537980335417,7.612801291318523,50.3339066158473,20.0,70.0,110.0,150.0
9548,sitio2_variante9548,2.526546077072469,11.664536807216294,65.55884406246862,10.0,60.0,120.0,150.0
9549,sitio2_variante9549,3.189595622667408,14.131876887933938,36.71294717508766,10.0,80.0,90.0,140.0
9550,sitio2_variante9550,1.565541785957282,17.51756974718713,62.582366252096705,30.0,60.0,120.0,150.0
9551,sitio2_variante9551,1.829894269198633,7.1010030710011485,48.2900365085611,20.0,80.0,100.0,150.0
9552,sitio2_variante9552,2.4906330408551254,14.287099352582276,37.61158066247434,30.0,60.0,110.0,160.0
9553,sitio2_variante9553,3.311586097978017,14.46710457402266,52.073902771735845,40.0,80.0,120.0,130.0
9554,sitio2_variante9554,2.723080790765975,13.796661741222199,65.04832301665931,10.0,70.0,120.0,130.0
9555,sitio2_variante9555,1.6021892609810346,17.903045207340845,45.727999946998246,40.0,80.0,100.0,160.0
9556,sitio2_variante9556,1.6800229895550993,17.64871594799436,53.89519821110901,40.0,50.0,90.0,130.0
9557,sitio2_variante9557,2.2091264742641687,21.44635776150891,42.92301211971073,30.0,50.0,110.0,140.0
9558,sitio2_variante9558,3.4998172965347516,15.278809630796168,51.46875050920244,40.0,70.0,100.0,130.0
9559,sitio2_variante9559,1.4845280660197044,19.584870097418182,60.29869359627109,30.0,70.0,100.0,140.0
9560,sitio2_variante9560,1.7412119377023567,20.475044106912392,32.84581421622212,30.0,80.0,120.0,160.0
9561,sitio2_variante9561,2.7650971706072376,8.88393255647199,54.94201192315611,30.0,80.0,120.0,140.0
9562,sitio2_variante9562,2.346003655277618,12.760039057793652,40.02983162034228,30.0,70.0,90.0,130.0
9563,sitio2_variante9563,2.1324315194836325,12.559107457352916,64.26176894502458,40.0,60.0,120.0,150.0
9564,sitio2_variante9564,2.702949215475094,18.119959748430773,46.38116165677555,10.0,70.0,110.0,140.0
9565,sitio2_variante9565,3.476482419632812,19.698414940653166,36.471899025656036,30.0,80.0,110.0,130.0
9566,sitio2_variante9566,2.204433734124711,17.129804419174143,38.738562742652555,10.0,50.0,90.0,160.0
9567,sitio2_variante9567,3.1977209154404695,19.858496580316743,36.29855843559223,40.0,50.0,90.0,140.0
9568,sitio2_variante9568,1.9347826930036087,6.385605548754235,56.756705732535195,30.0,60.0,90.0,150.0
9569,sitio2_variante9569,2.603571993900725,4.6831064460146195,38.618658738767046,40.0,60.0,100.0,140.0
9570,sitio2_variante9570,2.0176365972526904,18.295071606404747,54.69611685182009,10.0,80.0,120.0,130.0
9571,sitio2_variante9571,1.3290915355990351,5.566616727416179,34.5373861788683,40.0,50.0,120.0,160.0
9572,sitio2_variante9572,2.234293644769278,15.94707494529567,36.78650500793274,30.0,60.0,90.0,140.0
9573,sitio2_variante9573,2.168984764369688,19.940674102128227,57.22012795639431,30.0,80.0,110.0,160.0
9574,sitio2_variante9574,2.8626355852816694,4.632116712533614,40.63564556651382,20.0,80.0,120.0,150.0
9575,sitio2_variante9575,2.683774603981157,6.884904665235958,34.60284162586587,20.0,50.0,110.0,140.0
9576,sitio2_variante9576,3.4017001166291,20.3780073539431,49.01891307316432,30.0,50.0,120.0,130.0
9577,sitio2_variante9577,3.4536373549162898,16.918065396961993,61.958442288261274,20.0,50.0,100.0,130.0
9578,sitio2_variante9578,2.5193935006874124,15.339933864907458,33.12870724238958,30.0,60.0,90.0,140.0
9579,sitio2_variante9579,2.9586603711862685,21.05535083085733,52.7762332705927,30.0,70.0,110.0,160.0
9580,sitio2_variante9580,1.7732901542402675,19.0885087321761,57.118463742177475,40.0,80.0,120.0,160.0
9581,sitio2_variante9581,2.8500052065069283,17.712413870981646,44.14642801566515,40.0,80.0,100.0,160.0
9582,sitio2_variante9582,3.227899587555535,4.758029849109744,38.576859361817306,30.0,80.0,90.0,160.0
9583,sitio2_variante9583,2.8588103458599674,11.48835588509833,51.03980678589008,20.0,50.0,120.0,130.0
9584,sitio2_variante9584,3.130256338892841,19.26084184836265,56.91728904347346,10.0,80.0,110.0,150.0
9585,sitio2_variante9585,1.8686837703868142,6.3682811952741885,51.315446871562145,40.0,70.0,120.0,130.0
9586,sitio2_variante9586,2.7137333923362768,18.35600197775583,49.323236352802596,30.0,60.0,110.0,130.0
9587,sitio2_variante9587,2.031455102647826,17.692071339970013,51.0865606284493,10.0,50.0,120.0,150.0
9588,sitio2_variante9588,2.4952456684128905,18.44529214011994,56.20789958277118,20.0,60.0,100.0,150.0
9589,sitio2_variante9589,1.9418498651905387,21.95911119037124,58.651138915632835,30.0,50.0,90.0,130.0
9590,sitio2_variante9590,2.4031216676659977,11.15022821188493,45.7145192110453,40.0,70.0,100.0,160.0
9591,sitio2_variante9591,1.8748974773254972,13.466227513068995,54.16821530757615,40.0,70.0,110.0,130.0
9592,sitio2_variante9592,1.912687322555769,7.975021363383862,51.940022646456725,30.0,50.0,90.0,160.0
9593,sitio2_variante9593,2.5375486852477627,8.353666822492194,56.81601279301313,40.0,80.0,110.0,130.0
9594,sitio2_variante9594,1.8413964607821125,11.547440253191489,39.34333606671696,40.0,80.0,110.0,160.0
9595,sitio2_variante9595,2.012659850110105,17.659152586887956,60.78375541656092,30.0,80.0,110.0,130.0
9596,sitio2_variante9596,1.3347760727802347,13.070758242480766,39.18368000178291,40.0,60.0,120.0,150.0
9597,sitio2_variante9597,1.5104141532618485,20.147127776000637,43.32406499102266,30.0,60.0,120.0,160.0
9598,sitio2_variante9598,3.253159727153255,14.696394267742301,41.69618506145592,10.0,50.0,90.0,130.0
9599,sitio2_variante9599,2.6527825820788538,10.499870117578466,53.60508692451194,30.0,80.0,110.0,160.0
9600,sitio2_variante9600,3.2649900554065043,10.458192087362672,53.07904943772013,20.0,70.0,100.0,140.0
9601,sitio2_variante9601,1.9707027974802358,16.570264860627542,59.677000142676576,10.0,80.0,120.0,150.0
9602,sitio2_variante9602,1.7116008228030306,14.232962566256514,55.7062531514229,10.0,70.0,120.0,130.0
9603,sitio2_variante9603,2.445965226062373,4.5250272150685715,39.05019827910017,30.0,80.0,100.0,140.0
9604,sitio2_variante9604,2.907975927535716,6.274153754116244,47.101232910657295,20.0,60.0,100.0,160.0
9605,sitio2_variante9605,2.319227584597607,20.838526750049404,64.36727471204861,40.0,50.0,120.0,140.0
9606,sitio2_variante9606,2.688795736278137,13.616295747980736,53.039677800053155,40.0,50.0,90.0,130.0
9607,sitio2_variante9607,2.6292224304521903,20.1096658181731,50.53612146736644,40.0,80.0,120.0,160.0
9608,sitio2_variante9608,2.3674228682505394,4.884902788088521,55.2274135791021,10.0,60.0,90.0,140.0
9609,sitio2_variante9609,2.1669802772138844,16.97278375403026,47.19579506960099,30.0,50.0,90.0,150.0
9610,sitio2_variante9610,2.6222463670801774,6.469973433259632,61.85490701824254,10.0,60.0,120.0,140.0
9611,sitio2_variante9611,3.3200154694711017,6.367635983974219,38.754745812680746,30.0,60.0,90.0,140.0
9612,sitio2_variante9612,3.4994572169067304,9.557810258176474,63.990177490634935,30.0,80.0,100.0,150.0
9613,sitio2_variante9613,1.8697412234457604,18.132565381703483,41.94919466448597,20.0,60.0,90.0,130.0
9614,sitio2_variante9614,2.086187642422767,16.1414005883177,36.85433983605541,20.0,60.0,100.0,160.0
9615,sitio2_variante9615,2.2782697737865316,6.383276896674589,64.77037430097761,10.0,50.0,90.0,150.0
9616,sitio2_variante9616,2.6068812317559673,9.14917589770909,46.97515268971232,40.0,80.0,120.0,130.0
9617,sitio2_variante9617,2.703515979792825,10.44991484871416,56.02736141353171,30.0,50.0,90.0,130.0
9618,sitio2_variante9618,3.1415320665705564,16.912761896414057,46.16730354235955,40.0,70.0,110.0,140.0
9619,sitio2_variante9619,2.138850963086147,19.48363139270799,46.310652269628804,20.0,50.0,100.0,160.0
9620,sitio2_variante9620,1.3259666273051716,21.327564756859864,62.87637369610788,40.0,70.0,90.0,140.0
9621,sitio2_variante9621,2.942212260835568,16.672216483370548,60.73415524930927,30.0,70.0,120.0,140.0
9622,sitio2_variante9622,3.199716057348253,14.729962706218299,42.25164300037929,30.0,80.0,120.0,160.0
9623,sitio2_variante9623,3.025106306030162,12.21228899024321,65.30972729984717,30.0,50.0,100.0,150.0
9624,sitio2_variante9624,1.830312247675686,8.076440414947594,40.17842513518822,40.0,60.0,110.0,150.0
9625,sitio2_variante9625,3.20001641331221,17.43340793067301,38.80637992959608,20.0,50.0,110.0,160.0
9626,sitio2_variante9626,2.229177778636339,18.953554272866835,36.153129241746996,20.0,60.0,100.0,130.0
9627,sitio2_variante9627,2.484266245027455,19.84070760184982,40.28664680562482,30.0,50.0,110.0,150.0
9628,sitio2_variante9628,2.27765166080962,6.9559114302316996,49.65194948156632,10.0,60.0,120.0,150.0
9629,sitio2_variante9629,1.7284196721569232,11.492057163228376,40.71229034083292,40.0,80.0,110.0,150.0
9630,sitio2_variante9630,2.4272859452452638,5.066129330748313,44.329990564733805,40.0,80.0,90.0,160.0
9631,sitio2_variante9631,2.707587590719325,4.8100934746706105,35.54512782772693,30.0,60.0,110.0,140.0
9632,sitio2_variante9632,3.1330680809216895,16.427039869223062,42.747944124631715,40.0,50.0,90.0,140.0
9633,sitio2_variante9633,2.8683516889738794,5.803652211494687,46.63110932517172,20.0,50.0,100.0,140.0
9634,sitio2_variante9634,2.4385708215288764,17.34366303484894,47.351780886994106,10.0,80.0,110.0,150.0
9635,sitio2_variante9635,2.1226666856404544,14.090968786309006,40.361409892445344,10.0,70.0,110.0,140.0
9636,sitio2_variante9636,2.5545897024311675,20.025126201543372,56.05247688426746,10.0,60.0,90.0,150.0
9637,sitio2_variante9637,3.2272983846610774,19.231494800830895,59.237391529297085,10.0,70.0,100.0,150.0
9638,sitio2_variante9638,1.6637077057712275,20.421990367496306,47.25063888061409,10.0,80.0,100.0,150.0
9639,sitio2_variante9639,3.4168665619388703,17.327280859684326,36.00233003527142,10.0,80.0,100.0,160.0
9640,sitio2_variante9640,1.374060826079975,17.732457418612128,64.6645554682802,40.0,70.0,110.0,150.0
9641,sitio2_variante9641,2.956344282617032,19.61349880906294,41.80907242469152,20.0,80.0,120.0,130.0
9642,sitio2_variante9642,3.466597877747014,14.640190489648697,60.703280060425726,20.0,80.0,100.0,150.0
9643,sitio2_variante9643,2.4949100110803206,22.961616906203894,51.25448899864706,40.0,70.0,90.0,150.0
9644,sitio2_variante9644,3.4911631794602664,20.258182912086156,52.1968463503387,30.0,80.0,90.0,140.0
9645,sitio2_variante9645,2.337835970987201,12.907644460246091,32.7314927576335,20.0,80.0,100.0,130.0
9646,sitio2_variante9646,1.4010014406208915,9.126591324527487,39.57654375830885,20.0,50.0,100.0,160.0
9647,sitio2_variante9647,1.6290042448507114,13.524591503624176,62.703881861962856,30.0,80.0,100.0,140.0
9648,sitio2_variante9648,2.9743954263761676,9.708267753893804,39.909110098495,40.0,50.0,110.0,160.0
9649,sitio2_variante9649,2.062031736344716,6.415631784731701,63.60401056214793,20.0,70.0,100.0,150.0
9650,sitio2_variante9650,1.5600799041917845,4.578996674998135,33.02414025486168,30.0,60.0,90.0,150.0
9651,sitio2_variante9651,2.7643341847023843,9.462621051758589,59.58813346183278,20.0,80.0,100.0,150.0
9652,sitio2_variante9652,2.44999397085875,7.607872968637751,47.22690247964432,20.0,60.0,100.0,130.0
9653,sitio2_variante9653,3.058902337988973,14.064994440105076,39.88387589229327,20.0,60.0,110.0,130.0
9654,sitio2_variante9654,1.310153375159029,8.455596216479506,54.83818901027607,30.0,70.0,110.0,160.0
9655,sitio2_variante9655,3.273933645884661,20.266218823913107,48.35078031832023,30.0,80.0,120.0,130.0
9656,sitio2_variante9656,2.7452273993729452,10.812910772670381,37.6272586331327,30.0,80.0,110.0,160.0
9657,sitio2_variante9657,2.687691602285332,15.437762631604777,62.443440650162046,20.0,70.0,120.0,140.0
9658,sitio2_variante9658,1.7965544191736078,15.813112073840403,38.59325481320166,40.0,80.0,120.0,130.0
9659,sitio2_variante9659,1.5301087786673377,12.021747964837752,55.585926147928355,10.0,60.0,120.0,140.0
9660,sitio2_variante9660,2.048693643409046,19.22587924407135,58.77300086680295,40.0,80.0,110.0,140.0
9661,sitio2_variante9661,3.302028982043873,6.473279564700512,59.98809415005628,40.0,70.0,90.0,140.0
